id,name,city_id/id
zip_sv_0702_01404,01404,city_sv_0702
zip_sv_0702_01405,01405,city_sv_0702
zip_sv_0701_01406,01406,city_sv_0701
zip_sv_0701_01407,01407,city_sv_0701
zip_sv_0702_01408,01408,city_sv_0702
zip_sv_0701_01409,01409,city_sv_0701
zip_sv_0701_01410,01410,city_sv_0701
zip_sv_0702_01411,01411,city_sv_0702
zip_sv_0702_01412,01412,city_sv_0702
zip_sv_0702_01413,01413,city_sv_0702
zip_sv_0702_01414,01414,city_sv_0702
zip_sv_0701_01415,01415,city_sv_0701
zip_sv_0702_01416,01416,city_sv_0702
zip_sv_0506_01501,01501,city_sv_0506
zip_sv_0503_01502,01502,city_sv_0503
zip_sv_0501_01504,01504,city_sv_0501
zip_sv_0506_01506,01506,city_sv_0506
zip_sv_0502_01507,01507,city_sv_0502
zip_sv_0503_01508,01508,city_sv_0503
zip_sv_0505_01509,01509,city_sv_0505
zip_sv_0502_01510,01510,city_sv_0502
zip_sv_0502_01511,01511,city_sv_0502
zip_sv_0505_01512,01512,city_sv_0505
zip_sv_0503_01513,01513,city_sv_0503
zip_sv_0501_01514,01514,city_sv_0501
zip_sv_0504_01515,01515,city_sv_0504
zip_sv_0505_01516,01516,city_sv_0505
zip_sv_0503_01517,01517,city_sv_0503
zip_sv_0504_01518,01518,city_sv_0504
zip_sv_0504_01519,01519,city_sv_0504
zip_sv_0505_01521,01521,city_sv_0505
zip_sv_0502_01522,01522,city_sv_0502
zip_sv_0502_01523,01523,city_sv_0502
zip_sv_0505_01524,01524,city_sv_0505
zip_sv_0503_01525,01525,city_sv_0503
zip_sv_0802_01601,01601,city_sv_0802
zip_sv_0803_01603,01603,city_sv_0803
zip_sv_0801_01604,01604,city_sv_0801
zip_sv_0801_01605,01605,city_sv_0801
zip_sv_0801_01606,01606,city_sv_0801
zip_sv_0801_01607,01607,city_sv_0801
zip_sv_0803_01608,01608,city_sv_0803
zip_sv_0801_01609,01609,city_sv_0801
zip_sv_0801_01610,01610,city_sv_0801
zip_sv_0801_01611,01611,city_sv_0801
zip_sv_0803_01612,01612,city_sv_0803
zip_sv_0802_01613,01613,city_sv_0802
zip_sv_0803_01614,01614,city_sv_0803
zip_sv_0801_01615,01615,city_sv_0801
zip_sv_0803_01616,01616,city_sv_0803
zip_sv_0801_01617,01617,city_sv_0801
zip_sv_0803_01618,01618,city_sv_0803
zip_sv_0801_01619,01619,city_sv_0801
zip_sv_0802_01620,01620,city_sv_0802
zip_sv_0801_01621,01621,city_sv_0801
zip_sv_0801_01622,01622,city_sv_0801
zip_sv_0803_01623,01623,city_sv_0803
zip_sv_1002_01701,01701,city_sv_1002
zip_sv_1001_01702,01702,city_sv_1001
zip_sv_1002_01703,01703,city_sv_1002
zip_sv_1002_01704,01704,city_sv_1002
zip_sv_1001_01705,01705,city_sv_1001
zip_sv_1001_01706,01706,city_sv_1001
zip_sv_1001_01707,01707,city_sv_1001
zip_sv_1001_01708,01708,city_sv_1001
zip_sv_1001_01709,01709,city_sv_1001
zip_sv_1001_01710,01710,city_sv_1001
zip_sv_1002_01711,01711,city_sv_1002
zip_sv_1002_01712,01712,city_sv_1002
zip_sv_1002_01713,01713,city_sv_1002
zip_sv_0101_02101,02101,city_sv_0101
zip_sv_0101_02102,02102,city_sv_0101
zip_sv_0102_02103,02103,city_sv_0102
zip_sv_0101_02106,02106,city_sv_0101
zip_sv_0102_02107,02107,city_sv_0102
zip_sv_0103_02108,02108,city_sv_0103
zip_sv_0103_02109,02109,city_sv_0103
zip_sv_0103_02113,02113,city_sv_0103
zip_sv_0102_02115,02115,city_sv_0102
zip_sv_0103_02116,02116,city_sv_0103
zip_sv_0101_02117,02117,city_sv_0101
zip_sv_0102_02118,02118,city_sv_0102
zip_sv_0201_02201,02201,city_sv_0201
zip_sv_0204_02203,02203,city_sv_0204
zip_sv_0202_02204,02204,city_sv_0202
zip_sv_0204_02205,02205,city_sv_0204
zip_sv_0202_02207,02207,city_sv_0202
zip_sv_0204_02208,02208,city_sv_0204
zip_sv_0203_02210,02210,city_sv_0203
zip_sv_0203_02211,02211,city_sv_0203
zip_sv_0204_02212,02212,city_sv_0204
zip_sv_0204_02215,02215,city_sv_0204
zip_sv_0203_02216,02216,city_sv_0203
zip_sv_0204_02217,02217,city_sv_0204
zip_sv_0203_02218,02218,city_sv_0203
zip_sv_0301_02301,02301,city_sv_0301
zip_sv_0304_02302,02302,city_sv_0304
zip_sv_0302_02303,02303,city_sv_0302
zip_sv_0302_02304,02304,city_sv_0302
zip_sv_0302_02305,02305,city_sv_0302
zip_sv_0302_02306,02306,city_sv_0302
zip_sv_0303_02307,02307,city_sv_0303
zip_sv_0303_02311,02311,city_sv_0303
zip_sv_0301_02312,02312,city_sv_0301
zip_sv_0303_02313,02313,city_sv_0303
zip_sv_0301_02314,02314,city_sv_0301
zip_sv_0302_02316,02316,city_sv_0302
zip_sv_0303_02317,02317,city_sv_0303
zip_sv_0302_02318,02318,city_sv_0302
zip_sv_0301_02319,02319,city_sv_0301
zip_sv_0301_02320,02320,city_sv_0301
zip_sv_1402_03101,03101,city_sv_1402
zip_sv_1401_03104,03104,city_sv_1401
zip_sv_1401_03105,03105,city_sv_1401
zip_sv_1401_03106,03106,city_sv_1401
zip_sv_1402_03107,03107,city_sv_1402
zip_sv_1402_03108,03108,city_sv_1402
zip_sv_1401_03109,03109,city_sv_1401
zip_sv_1402_03111,03111,city_sv_1402
zip_sv_1401_03112,03112,city_sv_1401
zip_sv_1402_03113,03113,city_sv_1402
zip_sv_1401_03114,03114,city_sv_1401
zip_sv_1401_03116,03116,city_sv_1401
zip_sv_1401_03117,03117,city_sv_1401
zip_sv_1402_03119,03119,city_sv_1402
zip_sv_1401_03120,03120,city_sv_1401
zip_sv_1401_03121,03121,city_sv_1401
zip_sv_1402_03122,03122,city_sv_1402
zip_sv_1402_03123,03123,city_sv_1402
zip_sv_1302_03201,03201,city_sv_1302
zip_sv_1301_03202,03202,city_sv_1301
zip_sv_1302_03203,03203,city_sv_1302
zip_sv_1301_03204,03204,city_sv_1301
zip_sv_1302_03206,03206,city_sv_1302
zip_sv_1302_03207,03207,city_sv_1302
zip_sv_1301_03208,03208,city_sv_1301
zip_sv_1302_03209,03209,city_sv_1302
zip_sv_1302_03210,03210,city_sv_1302
zip_sv_1301_03211,03211,city_sv_1301
zip_sv_1301_03212,03212,city_sv_1301
zip_sv_1302_03213,03213,city_sv_1302
zip_sv_1302_03214,03214,city_sv_1302
zip_sv_1301_03215,03215,city_sv_1301
zip_sv_1301_03216,03216,city_sv_1301
zip_sv_1302_03216,03216,city_sv_1302
zip_sv_1301_03217,03217,city_sv_1301
zip_sv_1302_03218,03218,city_sv_1302
zip_sv_1301_03219,03219,city_sv_1301
zip_sv_1301_03220,03220,city_sv_1301
zip_sv_1302_03221,03221,city_sv_1302
zip_sv_1302_03222,03222,city_sv_1302
zip_sv_1302_03223,03223,city_sv_1302
zip_sv_1301_03224,03224,city_sv_1301
zip_sv_1302_03225,03225,city_sv_1302
zip_sv_1302_03226,03226,city_sv_1302
zip_sv_1201_03301,03301,city_sv_1201
zip_sv_1202_03302,03302,city_sv_1202
zip_sv_1202_03303,03303,city_sv_1202
zip_sv_1201_03304,03304,city_sv_1201
zip_sv_1202_03305,03305,city_sv_1202
zip_sv_1203_03306,03306,city_sv_1203
zip_sv_1201_03307,03307,city_sv_1201
zip_sv_1203_03309,03309,city_sv_1203
zip_sv_1203_03311,03311,city_sv_1203
zip_sv_1201_03312,03312,city_sv_1201
zip_sv_1203_03313,03313,city_sv_1203
zip_sv_1202_03314,03314,city_sv_1202
zip_sv_1201_03315,03315,city_sv_1201
zip_sv_1202_03316,03316,city_sv_1202
zip_sv_1202_03318,03318,city_sv_1202
zip_sv_1203_03319,03319,city_sv_1203
zip_sv_1202_03320,03320,city_sv_1202
zip_sv_1203_03322,03322,city_sv_1203
zip_sv_1202_03323,03323,city_sv_1202
zip_sv_1201_03324,03324,city_sv_1201
zip_sv_1101_03401,03401,city_sv_1101
zip_sv_1102_03403,03403,city_sv_1102
zip_sv_1101_03404,03404,city_sv_1101
zip_sv_1102_03404,03404,city_sv_1102
zip_sv_1101_03405,03405,city_sv_1101
zip_sv_1102_03406,03406,city_sv_1102
zip_sv_1101_03407,03407,city_sv_1101
zip_sv_1102_03408,03408,city_sv_1102
zip_sv_1102_03409,03409,city_sv_1102
zip_sv_1103_03409,03409,city_sv_1103
zip_sv_1102_03410,03410,city_sv_1102
zip_sv_1101_03411,03411,city_sv_1101
zip_sv_1102_03412,03412,city_sv_1102
zip_sv_1102_03413,03413,city_sv_1102
zip_sv_1101_03415,03415,city_sv_1101
zip_sv_1103_03417,03417,city_sv_1103
zip_sv_1103_03418,03418,city_sv_1103
zip_sv_1101_03420,03420,city_sv_1101
zip_sv_1103_03421,03421,city_sv_1103
zip_sv_1101_03422,03422,city_sv_1101
zip_sv_1101_03423,03423,city_sv_1101
zip_sv_1102_03424,03424,city_sv_1102
zip_sv_1101_03426,03426,city_sv_1101
